ID,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,state,ownerName
587, Q5,2019,36995,Automatic,11565.0,Diesel,145,38.2,XLarge,Used,Anna Harris
2469, A6,2017,18082,Semi-Auto,25143.0,Diesel,145,67.3,XLarge,Used,Tim ElNakshabandy
1469, A6,2016,19998,Semi-Auto,29067.0,Diesel,30,61.4,XLarge,Used,Tony Cyrus
6795, A4,2017,14500,Manual,27622.0,Petrol,125,53.3,XSmall,Used,Joe ElNakshabandy
9127, A4,2020,43000,Automatic,3000.0,Diesel,145,40.4,XXLarge,Used,Bob Olsen
8449, A1,2014,7475,Manual,70000.0,Diesel,0,74.3,Medium,Used,Anna Smith
3636, A5,2019,32490,Automatic,8000.0,Petrol,145,37.7,XLarge,Used,Mark Osement
6523, Q3,2019,28990,Semi-Auto,5500.0,Diesel,145,40.9,XLarge,Used,Max Smith
1281, A1,2015,10198,Manual,36910.0,Petrol,0,67.3,XXSmall,Used,Mark Williams
1318, A3,2017,18885,Semi-Auto,41225.0,Diesel,145,61.4,XLarge,Used,Hamada Williams
8152, Q3,2019,28490,Manual,0.0,Diesel,145,42.8,XLarge,New,Bob Marks
7115, A3,2016,15699,Manual,30154.0,Diesel,20,65.7,XLarge,Used,Mark Olsen
4206, Q5,2016,33990,Semi-Auto,12562.0,Diesel,240,42.2,XXLarge,Used,Mark Marks
5621, Q5,2018,26945,Semi-Auto,21248.0,Diesel,145,55.4,XLarge,Used,Bob 3adaweya
7455, Q5,2020,43950,Automatic,7791.0,Diesel,145,34.5,XXLarge,Used,Mohammed Smith
2793, A5,2014,9980,Manual,76101.0,Diesel,30,64.2,XLarge,Used,Max 3adaweya
1791, A4,2016,17490,Manual,29955.0,Petrol,150,48.7,XLarge,Used,Anna Harris
2348, A1,2016,11760,Manual,27400.0,Petrol,30,55.4,XSmall,Used,Bob Cyrus
5975, A4,2016,15990,Manual,46778.0,Diesel,30,62.8,XLarge,Used,Mark Olsen
5694, Q5,2019,34450,Semi-Auto,2812.0,Diesel,145,38.2,XLarge,Used,Hamada Cyrus
1289, A6,2015,13198,Automatic,91593.0,Diesel,20,67.3,XLarge,Used,Ali ElNakshabandy
2848, Q2,2019,21892,Manual,11785.0,Petrol,150,40.9,Small,Used,Max Osement
2275, A3,2014,10995,Manual,84878.0,Diesel,20,67.3,XLarge,Used,Andy Harris
4668, A4,2019,23990,Manual,5000.0,Petrol,145,38.2,XLarge,Used,Bart Marks
5003, A6,2019,26995,Automatic,6150.0,Diesel,145,50.4,XLarge,Used,Max Harris
8528, Q5,2010,11099,Automatic,82397.0,Diesel,300,37.6,XXLarge,Used,Tony Johnson
7487, Q3,2016,16499,Manual,28646.0,Diesel,145,51.4,XLarge,Used,Tim Osement
6025, Q3,2016,14875,Manual,29897.0,Petrol,125,50.4,XSmall,Used,Mohammed Olsen
1133, A6,2015,13998,Manual,54847.0,Diesel,30,64.2,XLarge,Used,Hamada ElNakshabandy
8738, A5,2011,10995,Manual,44000.0,Diesel,160,49.6,XLarge,Used,Andy Harris
1806, A4,2017,18101,Manual,22309.0,Petrol,150,51.4,XSmall,Used,Ali Johnson
9001, Q3,2015,18200,Automatic,34784.0,Petrol,200,40.4,XLarge,Used,Raymond ElNakshabandy
4779, A3,2019,20630,Manual,5922.0,Diesel,145,51.4,Medium,Used,Anna 3adaweya
3010, A5,2019,31000,Automatic,4500.0,Diesel,145,50.4,XLarge,Used,Mark ElNakshabandy
6376, A3,2019,16995,Manual,5000.0,Petrol,150,48.7,XXSmall,Used,Hamada Osement
5723, A3,2017,12970,Manual,20661.0,Petrol,20,62.8,XXSmall,Used,John ElNakshabandy
4829, Q5,2018,27777,Semi-Auto,13199.0,Diesel,145,55.4,XLarge,Used,Mark Olsen
2689, A4,2019,27640,Automatic,7188.0,Petrol,145,38.2,XLarge,Used,Mark Smith
4665, A4,2019,43541,Semi-Auto,6339.0,Diesel,150,39.2,XXLarge,Used,Mark Smith
2018, Q3,2017,24395,Semi-Auto,13200.0,Petrol,145,40.4,XLarge,Used,Bob 3adaweya
305, Q5,2019,35998,Semi-Auto,0.0,Petrol,145,32.1,XLarge,New,Ali Olsen
6916, A3,2016,14250,Manual,46000.0,Petrol,20,60.1,XSmall,Used,Mohammed Cyrus
684, Q2,2019,22495,Manual,0.0,Diesel,145,49.6,Medium,New,Mark Harris
4495, A3,2017,22490,Semi-Auto,13163.0,Petrol,145,56.5,Small,Used,Raymond ElNakshabandy
3282, A3,2018,22691,Automatic,8009.0,Petrol,145,56.5,Small,Used,Anna Marks
9284, A3,2016,16495,Semi-Auto,46600.0,Diesel,125,57.6,XLarge,Used,Anna Osement
6232, A1,2020,30950,Semi-Auto,5000.0,Petrol,145,44.1,Small,Used,Joe Olsen
3142, Q3,2019,28491,Manual,5500.0,Diesel,145,42.8,XLarge,Used,Raymond Smith
5508, Q3,2019,32950,Semi-Auto,1844.0,Petrol,145,31.7,XLarge,Used,Hamada Marks
9026, Q5,2016,26000,Automatic,19000.0,Petrol,235,37.7,XLarge,Used,Bob Cyrus
8185, A4,2016,16490,Manual,32868.0,Diesel,30,67.3,XLarge,Used,Raymond Osement
6603, Q3,2017,22890,Automatic,9800.0,Petrol,145,42.2,XLarge,Used,Raymond Osement
3327, Q3,2016,17490,Semi-Auto,36323.0,Diesel,145,51.4,XLarge,Used,John Johnson
4494, A3,2018,29990,Semi-Auto,16100.0,Petrol,145,43.5,XLarge,Used,Anna Olsen
2624, A3,2016,21490,Semi-Auto,44601.0,Petrol,200,40.9,XLarge,Used,Tim Marks
4725, Q5,2019,30950,Automatic,2000.0,Diesel,145,39.2,XLarge,Used,Tim 3adaweya
3670, Q3,2019,26990,Manual,6000.0,Diesel,145,42.8,XLarge,Used,Max 3adaweya
65, A4,2016,10200,Manual,97440.0,Diesel,20,70.6,XLarge,Used,Tony Harris
7291, A1,2018,17499,Automatic,8506.0,Petrol,145,55.4,XSmall,Used,Bob Olsen
2021, Q2,2019,19495,Manual,4000.0,Petrol,145,47.1,XXSmall,Used,Andy Osement
6368, A1,2019,21995,Semi-Auto,3900.0,Petrol,145,40.9,XLarge,Used,Bart Smith
150, A1,2016,13500,Manual,22780.0,Petrol,30,58.9,XSmall,Used,Mohammed Osement
6975, A4,2014,9499,Manual,49792.0,Diesel,30,64.2,XLarge,Used,Bart Johnson
6252, Q3,2019,29995,Automatic,10501.0,Diesel,145,38.7,XLarge,Used,Max ElNakshabandy
2706, A4,2016,15082,Automatic,29273.0,Diesel,0,72.4,XLarge,Used,Andy 3adaweya
4894, Q3,2019,26000,Manual,3000.0,Diesel,145,42.8,XLarge,Used,Ali Smith
7670, Q2,2018,16200,Manual,30116.0,Petrol,145,55.4,XXSmall,Used,Andy Williams
6163, Q2,2019,24000,Manual,4846.0,Petrol,145,43.5,Small,Used,Mohammed Osement
727, A4,2017,17795,Semi-Auto,26752.0,Diesel,145,64.2,XLarge,Used,Mohammed Marks
4924, A5,2019,29500,Automatic,0.0,Petrol,145,39.8,XLarge,New,Mark Smith
5077, A5,2019,28450,Automatic,6621.0,Diesel,145,47.1,XLarge,Used,Hamada Smith
2174,,2018,16890,Manual,8768.0,Petrol,150,51.4,XXSmall,Used,Andy Harris
107, A4,2017,14500,Manual,23092.0,Petrol,145,52.3,XSmall,Used,Mark 3adaweya
8678, A3,2017,15490,Automatic,8000.0,Petrol,20,60.1,XXSmall,Used,Anna Johnson
2461, Q2,2017,21652,Semi-Auto,9866.0,Petrol,125,52.3,XSmall,Used,Tony ElNakshabandy
16, Q3,2016,15700,Automatic,28396.0,Diesel,145,53.3,XLarge,Used,Ali ElNakshabandy
3677, Q2,2019,23000,Manual,6500.0,Diesel,145,49.6,Medium,Used,Joe Williams
765, A3,2019,19995,Manual,7307.0,Diesel,145,51.4,Medium,Used,Joe Cyrus
6735, A5,2019,29450,Automatic,4000.0,Petrol,145,39.8,XLarge,Used,John Cyrus
6789, A3,2016,18990,Automatic,29047.0,Diesel,125,57.6,XLarge,Used,Mohammed Cyrus
3028, A4,2017,20500,Automatic,17920.0,Diesel,145,67.3,XLarge,Used,Hamada Johnson
651, A5,2018,33500,Automatic,9102.0,Diesel,145,-10.0,XXLarge,Used,Tony ElNakshabandy
7532, A5,2017,24700,Automatic,14079.0,Diesel,145,65.7,XLarge,Used,Mohammed ElNakshabandy
6719, A5,2019,30444,Automatic,1500.0,Petrol,145,39.2,XLarge,Used,Tony Smith
2222, A5,2017,23421,Semi-Auto,25207.0,Diesel,145,70.6,XLarge,Used,Mark Osement
8198, A1,2016,12999,Manual,31617.0,Petrol,30,56.5,XSmall,Used,Tony Johnson
4499, A3,2017,14990,Manual,24842.0,Petrol,20,60.1,XXSmall,Used,Anna 3adaweya
6632, A6,2019,27900,Semi-Auto,6314.0,Diesel,150,50.4,XLarge,Used,John 3adaweya
2475, Q3,2016,16890,Manual,44000.0,Diesel,30,60.1,XLarge,Used,Mark Smith
1014, A4,2016,13698,Manual,29398.0,Petrol,145,51.4,XSmall,Used,Tim Williams
1015, A3,2017,16998,Semi-Auto,53283.0,Petrol,30,56.5,XSmall,Used,Mark Smith
6894, A1,2016,14000,Automatic,12942.0,Diesel,20,72.4,Medium,Used,Bart Olsen
2681, A3,2016,12771,Semi-Auto,52226.0,Petrol,20,60.1,XSmall,Used,Max Smith
2155, A1,2015,15698,Manual,20552.0,Petrol,200,40.4,XLarge,Used,Bart ElNakshabandy
202, A3,2019,29985,Automatic,3122.0,Petrol,145,41.5,Small,Used,Max Osement
7311, A3,2015,9999,Manual,41843.0,Diesel,0,83.1,Medium,Used,Tony Cyrus
1146, A3,2018,19998,Semi-Auto,22721.0,Petrol,145,56.5,Small,Used,Bart Marks
8865, A6,2015,18000,Automatic,78077.0,Diesel,150,54.3,XXLarge,Used,Joe Cyrus
9260, A3,2016,15291,Manual,17562.0,Petrol,30,58.9,XSmall,Used,Bob Harris
3607, Q2,2018,20750,Semi-Auto,30200.0,Petrol,145,52.3,XSmall,Used,Andy Olsen
4248, A5,2019,31990,Automatic,5000.0,Diesel,145,47.1,XLarge,Used,Joe ElNakshabandy
4104, A3,2018,26891,Semi-Auto,27342.0,Petrol,150,43.5,XLarge,Used,Tony Smith
3920, A4,2019,27495,Semi-Auto,3000.0,Petrol,145,38.7,XLarge,Used,Tony Harris
3720, A4,2016,12495,Manual,20332.0,Petrol,125,53.3,XSmall,Used,Tim Marks
2283, Q5,2015,17595,Manual,47905.0,Diesel,200,47.9,XLarge,Used,Joe 3adaweya
3421, Q3,2015,15698,Semi-Auto,12657.0,Petrol,150,47.9,XSmall,Used,Ali ElNakshabandy
4227, Q2,2019,24490,Manual,6500.0,Petrol,145,39.2,Small,Used,Mark Harris
3986, A6,2016,24990,Semi-Auto,25665.0,Diesel,160,50.4,XXLarge,Used,Anna Harris
2332, A3,2017,19995,Semi-Auto,36355.0,Diesel,30,61.4,XLarge,Used,Hamada Johnson
8099, A4,2016,10500,Manual,88230.0,Diesel,0,74.3,XLarge,Used,Joe Harris
7671, Q5,2016,19400,Semi-Auto,46557.0,Diesel,200,47.1,XLarge,Used,Bob Olsen
7650, A3,2017,17000,Manual,19836.0,Diesel,145,65.7,XLarge,Used,Tim Williams
7731, A1,2016,15700,Manual,14390.0,Petrol,30,56.5,XSmall,Used,Hamada Smith
2950, A1,2019,19750,Semi-Auto,7650.0,Petrol,145,47.1,XXSmall,Used,Raymond ElNakshabandy
328, A4,2020,34798,Semi-Auto,6998.0,Petrol,145,38.2,XLarge,Used,Max Osement
6693, A3,2014,12750,Manual,50143.0,Diesel,20,68.9,XLarge,Used,John ElNakshabandy
4145, Q3,2020,32990,Manual,2985.0,Diesel,145,42.8,XLarge,Used,Bart Smith
2829, Q5,2017,24997,Semi-Auto,19533.0,Diesel,145,56.5,XLarge,Used,Andy Marks
3921, A5,2019,28995,Semi-Auto,3000.0,Petrol,145,40.4,XLarge,Used,Raymond Williams
2674, A1,2020,24990,Semi-Auto,0.0,Petrol,145,44.1,XXSmall,New,Mohammed Marks
2320, A6,2019,29995,Semi-Auto,7500.0,Diesel,145,47.9,XLarge,Used,Joe 3adaweya
2029, A1,2017,15995,Manual,12000.0,Petrol,145,58.9,XSmall,Used,Tim Olsen
2436, Q2,2017,16732,Manual,19171.0,Petrol,145,55.4,XXSmall,Used,Tony Cyrus
626, A1,2019,19995,Manual,2235.0,Petrol,150,49.6,XXSmall,Used,Anna 3adaweya
4103, A1,2016,12491,Manual,38876.0,Petrol,30,55.4,XSmall,Used,Mohammed Smith
6300, A6,2019,33999,Semi-Auto,15885.0,Diesel,145,50.4,XXLarge,Used,Bob Osement
4715, A1,2015,12822,Manual,31851.0,Petrol,30,56.5,XSmall,Used,John Marks
8120, A4,2016,11795,Manual,79500.0,Diesel,20,70.6,XLarge,Used,Bart Harris
4925, Q3,2019,26000,Manual,0.0,Diesel,145,42.8,XLarge,New,Anna ElNakshabandy
3982, A5,2018,22990,Automatic,16700.0,Petrol,145,52.3,XSmall,Used,Hamada 3adaweya
4031, Q3,2019,31990,Semi-Auto,7595.0,Diesel,145,38.7,XLarge,Used,Joe 3adaweya
1833, Q3,2017,25498,Semi-Auto,16078.0,Petrol,145,40.4,XLarge,Used,Tony Cyrus
612, Q5,2017,25995,Semi-Auto,20364.0,Diesel,145,56.5,XLarge,Used,Tony Marks
3726, A1,2016,11990,Manual,31500.0,Petrol,0,67.3,XXSmall,Used,Max Johnson
8203, A6,2016,24990,Automatic,32000.0,Diesel,165,50.4,XXLarge,Used,Joe Johnson
7781, A4,2014,8795,Manual,104290.0,Diesel,125,60.1,XLarge,Used,Anna Cyrus
8117, A4,2015,11295,Manual,68260.0,Diesel,30,62.8,XLarge,Used,Mark Marks
4640, A1,2016,10070,Manual,31188.0,Petrol,0,67.3,XXSmall,Used,Bob 3adaweya
3960, A1,2014,9990,Manual,70654.0,Diesel,0,74.3,Medium,Used,Bob Harris
6043, Q3,2019,33950,Semi-Auto,4750.0,Petrol,145,31.7,XLarge,Used,Tony Williams
1792, Q5,2016,18890,Manual,42555.0,Diesel,205,47.9,XLarge,Used,Hamada 3adaweya
2979, A4,2019,32750,Automatic,0.0,Diesel,145,47.9,XLarge,New,Andy Marks
5937, A5,2016,18725,Manual,22677.0,Diesel,30,67.3,XLarge,Used,Raymond ElNakshabandy
4027, A5,2019,31990,Manual,6000.0,Petrol,145,37.2,XLarge,Used,John ElNakshabandy
7387, A5,2017,26430,Automatic,26785.0,Petrol,240,38.2,XXLarge,Used,Ali Marks
7087, A3,2016,15749,Manual,25599.0,Petrol,30,55.4,XSmall,Used,Mark Marks
5181, Q5,2016,22950,Manual,52821.0,Petrol,260,35.8,XLarge,Used,Joe ElNakshabandy
5484, A4,2019,22470,Automatic,6722.0,Petrol,145,39.2,XLarge,Used,Ali Olsen
67, A3,2013,11500,Automatic,51441.0,Petrol,125,50.4,Large,Used,Bob Cyrus
6726, A6,2015,15990,Automatic,41800.0,Diesel,20,67.3,XLarge,Used,John Marks
7170, A3,2016,20250,Manual,20587.0,Petrol,200,40.4,XLarge,Used,Mark Smith
8274, A4,2015,13290,Manual,39608.0,Diesel,30,61.4,XLarge,Used,Ali Cyrus
6563, A1,2019,21500,Semi-Auto,11750.0,Petrol,150,40.9,XLarge,Used,Anna Smith
25, A4,2017,18500,Automatic,17418.0,Diesel,145,62.8,XLarge,Used,Bart Harris
323, A3,2018,15995,Manual,17547.0,Petrol,150,56.5,Small,Used,Max Osement
1970, Q3,2015,17250,Manual,21350.0,Diesel,160,49.6,XLarge,Used,Bob Olsen
1333, Q5,2016,19440,Semi-Auto,58767.0,Diesel,200,47.1,XLarge,Used,Joe Harris
3829, Q3,2016,20495,Semi-Auto,27200.0,Diesel,160,50.4,XLarge,Used,Mark Cyrus
5261, Q3,2019,31990,Semi-Auto,5000.0,Petrol,145,32.1,XLarge,Used,Mohammed Marks
7775, A3,2015,11295,Automatic,72260.0,Hybrid,0,176.6,XSmall,Used,Andy Williams
7332, A4,2017,22199,Automatic,13063.0,Petrol,145,52.3,XLarge,Used,Bob Williams
5916, A1,2018,14750,Manual,11066.0,Petrol,150,57.7,XSmall,Used,John Johnson
7047, Q3,2014,9990,Manual,58000.0,Diesel,145,54.3,XLarge,Used,Max Smith
7113, A3,2015,11299,Automatic,60438.0,Diesel,30,62.8,XLarge,Used,Bob Cyrus
3416, A5,2020,29000,Semi-Auto,5000.0,Diesel,145,51.4,XLarge,Used,Andy Cyrus
6987, A3,2015,19990,Automatic,31000.0,Petrol,200,40.4,XLarge,Used,Mark 3adaweya
8217, A1,2017,13990,Automatic,27369.0,Petrol,150,56.5,XSmall,Used,Tony Cyrus
6777, Q2,2020,26888,Manual,4000.0,Petrol,145,43.5,Small,Used,Andy Johnson
2578, A4,2016,17495,Automatic,21132.0,Diesel,0,72.4,XLarge,Used,Bob ElNakshabandy
7129, Q2,2017,15529,Manual,50841.0,Diesel,145,64.2,Medium,Used,Mohammed 3adaweya
7467, Q3,2019,26350,Automatic,8140.0,Diesel,145,47.1,XLarge,Used,Tony Johnson
4283, A1,2017,14990,Automatic,30658.0,Petrol,30,56.5,XSmall,Used,Ali 3adaweya
3893, Q5,2016,20995,Semi-Auto,39443.0,Diesel,200,47.1,XLarge,Used,Hamada Osement
510, Q2,2017,21995,Manual,10962.0,Petrol,145,50.4,XSmall,Used,Raymond Williams
3347, A3,2017,15290,Manual,28319.0,Diesel,145,67.3,Medium,Used,Mohammed Williams
8872, A1,2017,14695,Automatic,3000.0,Petrol,20,64.2,XXSmall,Used,Max Olsen
6467, Q3,2019,24990,Semi-Auto,13456.0,Petrol,145,39.2,Small,Used,Max ElNakshabandy
2650, Q3,2016,18202,Manual,14779.0,Petrol,145,49.6,XSmall,Used,Ali 3adaweya
1768, A3,2016,17950,Manual,58000.0,Diesel,20,70.6,Medium,Used,Anna Cyrus
8322, A6,2020,38990,Automatic,5000.0,Petrol,145,34.0,XLarge,Used,Joe Williams
4385, Q3,2019,26990,Manual,3000.0,Petrol,145,39.8,Small,Used,Raymond 3adaweya
8170, Q5,2019,36990,Automatic,6500.0,Diesel,145,38.2,XLarge,Used,Bob Olsen
3830, Q2,2019,23995,Semi-Auto,3860.0,Diesel,145,47.9,XLarge,Used,Andy 3adaweya
6172, A6,2016,13490,Manual,57572.0,Diesel,30,61.4,XLarge,Used,Anna Osement
9132, A1,2017,13300,Manual,12181.0,Petrol,145,67.3,XXSmall,Used,Anna Olsen
7045, A5,2014,9990,Automatic,88000.0,Diesel,125,58.9,XLarge,Used,Mohammed Osement
309, Q5,2017,39995,Semi-Auto,7801.0,Petrol,145,34.0,XXLarge,Used,Hamada Williams
881, A3,2018,20888,Manual,6940.0,Petrol,145,54.3,Small,Used,Joe Olsen
4278, Q3,2019,24990,Manual,5000.0,Petrol,145,40.9,Small,Used,Anna Olsen
4528, Q3,2019,34750,Semi-Auto,4536.0,Petrol,145,32.1,XLarge,Used,Anna Cyrus
959, Q2,2019,26444,Semi-Auto,4077.0,Petrol,145,42.2,Small,Used,Bart Johnson
7911, A4,2016,15500,Manual,29454.0,Diesel,0,74.3,XLarge,Used,Max Osement
7243, A1,2017,10170,Manual,31037.0,Petrol,0,67.3,XXSmall,Used,Anna Marks
1699, A3,2015,9695,Manual,59200.0,Diesel,0,74.3,Medium,Used,Bob 3adaweya
2221, A5,2014,13095,Manual,30884.0,Diesel,30,60.1,XLarge,Used,Mohammed Williams
3746, A6,2016,19000,Manual,42633.0,Diesel,125,58.9,XLarge,Used,Bob Smith
5626, Q5,2019,44450,Semi-Auto,6000.0,Diesel,145,36.2,XLarge,Used,Tony Harris
2405, A4,2016,14298,Semi-Auto,56767.0,Diesel,20,67.3,XLarge,Used,Max Osement
3612, A5,2018,29990,Semi-Auto,34150.0,Petrol,145,36.7,XXLarge,Used,Mohammed Harris
3149, A3,2017,15691,Semi-Auto,25483.0,Petrol,150,57.6,XSmall,Used,Bob Cyrus
3918, Q3,2019,28495,Manual,3000.0,Diesel,145,42.8,XLarge,Used,Mohammed 3adaweya
3621, Q2,2017,22990,Semi-Auto,33000.0,Petrol,145,51.4,XSmall,Used,Max Olsen
3691, Q5,2019,34990,Automatic,6000.0,Diesel,145,38.2,XLarge,Used,Ali Olsen
1567, A6,2014,14495,Semi-Auto,57842.0,Diesel,30,61.4,XLarge,Used,Mark Harris
8379, A1,2017,13950,Manual,8500.0,Petrol,150,67.3,XXSmall,Used,Andy ElNakshabandy
3763, A4,2016,19000,Automatic,25900.0,Diesel,30,64.2,XXLarge,Used,Anna Smith
2258, A1,2020,21495,Semi-Auto,1500.0,Petrol,145,44.8,XXSmall,Used,Mark ElNakshabandy
5732, Q2,2017,19895,Manual,16000.0,Petrol,145,50.4,XSmall,Used,Mohammed Johnson
5645, A3,2017,18450,Semi-Auto,21055.0,Petrol,30,56.5,XSmall,Used,Tim Smith
6289, A3,2015,10280,Manual,61335.0,Diesel,30,67.3,XLarge,Used,Bart Smith
3027, Q5,2019,36500,Automatic,2000.0,Diesel,145,38.2,XLarge,Used,Tim Johnson
38, A4,2017,16000,Manual,29063.0,Diesel,145,70.6,XLarge,Used,John Cyrus
4709, Q2,2017,21312,Semi-Auto,13257.0,Petrol,145,52.3,XSmall,Used,Bob Osement
6580, Q5,2017,23990,Automatic,27000.0,Diesel,205,45.6,XXLarge,Used,Andy Harris
9228, A6,2012,11500,Automatic,66769.0,Diesel,150,55.4,XLarge,Used,Mark Osement
2918, A3,2016,21483,Semi-Auto,32272.0,Petrol,200,40.4,XLarge,Used,Andy Marks
8162, A4,2016,17290,Manual,33334.0,Diesel,30,67.3,XLarge,Used,Bob ElNakshabandy
5618, Q5,2019,37440,Semi-Auto,4888.0,Petrol,145,32.1,XLarge,Used,Ali Cyrus
1640, A3,2017,12595,Semi-Auto,36633.0,Petrol,20,62.8,XXSmall,Used,Mohammed Marks
7661, A3,2017,12000,Manual,36935.0,Diesel,145,70.6,Medium,Used,Max 3adaweya
5106, A4,2019,23000,Manual,0.0,Petrol,145,39.2,XLarge,New,Anna Harris
4697, Q5,2019,31490,Automatic,3283.0,Diesel,145,39.2,XLarge,Used,Mohammed 3adaweya
749, Q2,2019,31888,Semi-Auto,3481.0,Petrol,150,33.2,XLarge,Used,Hamada Johnson
6052, Q5,2019,34950,Semi-Auto,4706.0,Diesel,145,38.2,XLarge,Used,Ali Olsen
1030, Q5,2019,38000,Semi-Auto,4433.0,Petrol,145,32.1,XLarge,Used,Bart Harris
1933, Q3,2014,13990,Manual,55735.0,Diesel,160,49.6,XLarge,Used,Mark Olsen
1437, A5,2019,26888,Automatic,1500.0,Petrol,145,39.8,XLarge,Used,Mohammed Smith
196, A4,2019,24985,Semi-Auto,0.0,Petrol,145,39.8,XLarge,New,Max Williams
8407, A6,2016,18950,Automatic,31931.0,Diesel,125,57.6,XLarge,Used,Max ElNakshabandy
5576, A3,2016,17352,Semi-Auto,41206.0,Diesel,125,57.6,XLarge,Used,Hamada Harris
976, A5,2019,32444,Automatic,5432.0,Diesel,145,45.6,XLarge,Used,Raymond Harris
8311, A4,2019,29990,Automatic,2011.0,Diesel,145,45.6,XLarge,Used,John Harris
7191, A3,2014,8770,Semi-Auto,78699.0,Diesel,20,72.4,Medium,Used,Raymond Marks
5619, Q5,2017,29745,Semi-Auto,14794.0,Petrol,145,40.4,XLarge,Used,Bob Cyrus
6293, Q2,2019,22450,Semi-Auto,8928.0,Petrol,150,43.5,XXSmall,Used,Bob 3adaweya
4001, A3,2019,26990,Semi-Auto,6000.0,Petrol,145,38.2,XLarge,Used,Mohammed Harris
785, A3,2019,21288,Manual,6238.0,Diesel,145,51.4,Medium,Used,Bart Harris
6871, Q3,2020,26700,Manual,1700.0,Petrol,150,40.9,Small,Used,Raymond Smith
3121, Q3,2014,13991,Semi-Auto,50000.0,Diesel,205,47.9,XLarge,Used,Hamada Osement
495, A4,2016,19995,Semi-Auto,31894.0,Diesel,30,64.2,XXLarge,Used,Joe Marks
722, A4,2016,15495,Manual,32811.0,Diesel,0,74.3,XLarge,Used,Bob Olsen
3111, A1,2015,10420,Manual,27209.0,Petrol,0,67.3,XXSmall,Used,Mohammed Smith
419, A3,2013,14995,Semi-Auto,38776.0,Petrol,30,56.5,XSmall,Used,Bob Harris
4181, Q2,2019,24080,Semi-Auto,12647.0,Petrol,145,40.9,Small,Used,Joe Cyrus
7688, A1,2017,16700,Manual,9450.0,Petrol,145,70.6,XSmall,Used,Anna Smith
3836, Q2,2017,19000,Semi-Auto,25617.0,Petrol,150,54.3,XSmall,Used,Raymond Williams
4641, A3,2018,20960,Semi-Auto,15414.0,Petrol,145,56.5,Small,Used,John Osement
3545, Q3,2019,32990,Automatic,3300.0,Petrol,145,31.7,XLarge,Used,Mohammed 3adaweya
8752, Q2,2017,17000,Manual,13272.0,Diesel,145,64.2,Medium,Used,Andy Harris
8014, A1,2020,27990,Automatic,2500.0,Petrol,145,44.1,Small,Used,Tim Smith
2526, A1,2016,12650,Manual,20193.0,Petrol,30,55.4,XSmall,Used,Mark Marks
4166, Q5,2019,52990,Automatic,5000.0,Diesel,145,34.5,XXLarge,Used,Hamada Johnson
3205, A3,2016,11798,Manual,30864.0,Diesel,0,83.1,Medium,Used,Mohammed Marks
7694, A5,2014,14800,Manual,33507.0,Diesel,30,61.4,XLarge,Used,Tim Smith
5788, A5,2016,16990,Manual,17230.0,Diesel,145,54.3,XLarge,Used,Raymond Osement
9166, Q3,2019,25250,Manual,3302.0,Petrol,150,40.9,Small,Used,Mohammed Marks
2644, A4,2018,23132,Semi-Auto,15475.0,Petrol,145,50.4,XLarge,Used,Raymond Olsen
3446, A3,2015,11130,Semi-Auto,31909.0,Diesel,30,64.2,XLarge,Used,Bart Cyrus
780, A1,2020,20888,Manual,1500.0,Petrol,145,47.9,XXSmall,Used,Ali Johnson
2398, Q3,2019,37995,Semi-Auto,1500.0,Petrol,145,32.1,XLarge,Used,Mohammed Cyrus
9256, Q2,2019,28000,Automatic,2000.0,Petrol,145,33.2,XLarge,Used,Bart Smith
8459, A1,2019,23450,Automatic,3700.0,Petrol,145,40.9,XLarge,Used,Andy Osement
1854, Q5,2016,20498,Semi-Auto,33657.0,Diesel,200,47.1,XLarge,Used,Tim Olsen
8790, Q5,2015,18500,Automatic,34545.0,Diesel,200,48.7,XLarge,Used,Mohammed Olsen
6772, Q2,2019,22000,Manual,4100.0,Diesel,145,47.9,Medium,Used,Hamada 3adaweya
7049, A4,2016,11990,Manual,36000.0,Petrol,145,51.4,XSmall,Used,Ali Harris
1459, Q5,2017,35989,Semi-Auto,37624.0,Petrol,145,34.0,XXLarge,Used,Raymond Johnson
6819, A1,2016,12450,Manual,32000.0,Petrol,30,56.5,XSmall,Used,John Johnson
5239, A1,2014,12990,Manual,13442.0,Petrol,125,52.3,XSmall,Used,Hamada Osement
5058, Q2,2019,26490,Semi-Auto,14291.0,Petrol,150,39.8,Small,Used,Bart ElNakshabandy
1483, A1,2017,12444,Manual,16438.0,Petrol,150,57.6,XSmall,Used,Joe Olsen
6616, A5,2015,18400,Semi-Auto,31176.0,Diesel,125,58.9,XLarge,Used,John Harris
1126, A6,2014,11498,Manual,55368.0,Diesel,125,57.6,XLarge,Used,Joe Olsen
1730, Q2,2019,18595,Manual,4686.0,Petrol,145,47.1,XXSmall,Used,Tony Cyrus
4584, A1,2017,12690,Manual,29040.0,Petrol,30,55.4,XSmall,Used,Mohammed Smith
8966, A4,2016,11500,Manual,45478.0,Petrol,125,53.3,XSmall,Used,Ali Harris
8522, A3,2008,4495,Manual,119000.0,Petrol,260,37.7,XLarge,Used,Mohammed ElNakshabandy
8181, A1,2017,13290,Manual,33406.0,Diesel,145,76.3,Medium,Used,John Cyrus
